video_id,split,label,category,manual_transcript,asr_transcript,wer,cer
VID_09771,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட முடியாது என்று கேவலப்படுத்துவது பெண்களின் திறமையை கொச்சைப்படுத்தும் செயல்.,பென்கள் ஆண்களை விட முடியாது என்று கேவலப்படுத்துவது பெண்களின் திறமையை கொச்சைப்படுத்தும் செயல்.,10.0,1.08
VID_09772,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் முன்னுதாரணமாக தொடர்ச்சியாக மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் முன்னுதாரணமாக தொடர்ச்சியாக மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,0.0,0.0
VID_09773,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் அனைவரும் பாராட்டும் வகையில் மருத்துவ துறையில் புதிய கண்டுபிடிப்புகளை நிகழ்த்தியுள்ளார்.,விண்வெளி ஆய்வு மையத்திள் பெண் விஞ்ஞானிகள் அனைவரும் பாராட்டும் வகையில் மருத்துவ துறையில் புதிய கண்டுபிடிப்புகளை நிகழ்த்தியுள்ளார்.,7.69,0.78
VID_09774,val,NON-MISOGYNISTIC,NONE,விளையாட்டு மைதானத்தில் வீரர்கள் மற்றும் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,விளையாட்டு மைதானத்தில் வீரர்கள் மற்றும் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,0.0,0.0
VID_09775,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி தொடர்ந்து வெற்றிகரமாக முற்றிலும் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி தொடற்ந்து வெற்றிகரமாக முற்றிலும் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,8.33,0.88
VID_09776,test,MISOGYNISTIC,STEREOTYPING,குடும்பத்தில் ஒரு பெண் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்பது அவர்களின் திறமைகளை முடக்கும் தவறான பார்வை.,குடும்பத்தில் ஒரு பெண் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்பது அவர்களின் திறமைகளை முடக்கும் தவறான பார்வை.,0.0,0.0
VID_09777,train,MISOGYNISTIC,GENERAL_ABUSE,பொது விவகாரங்களில் பெண்களின் முடிவு முட்டாள்தனமானது என்று வசைபாடுவது வெளிப்படையாக பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,பொது விவகாரங்கலில் பெண்களின் முடிவு முட்டாள்தனமானது என்று வசைபாடுவது வெளிப்படையாக பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,8.33,0.79
VID_09778,train,MISOGYNISTIC,SHAMING,பெண்களின் தனிப்பட்ட வாழ்க்கை முறையை அவளை கேலி செய்து அவமதிப்பது முற்றிலும் கடுமையாக எதிர்க்கப்பட வேண்டிய அநீதி.,பெண்களின் தனிப்பட்ட வாழ்க்கை முறையை அவளை கேலி செய்து அவமதிப்பது முற்றிலும் கடுமையாக எதிர்க்கப்பட வேண்டிய அநீதி.,0.0,0.0
VID_09779,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் விடாமுயற்சியுடன் வெளிப்படையாக நேர்மையாகவும் துணிச்சலுடனும் நிர்வகிக்கிறார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் விடாமுயற்சியுடன் வெளிப்படையாக நேர்மையாகவும் துணிச்சலுடனும் நிர்வகிக்கிறார்.,0.0,0.0
VID_09780,train,NON-MISOGYNISTIC,NONE,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள தொடர்ந்து வெற்றிகரமாக வெளிப்படையாக வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள தொடர்ந்து வெற்றிகரமாக வெளிப்படையாக வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,0.0,0.0
VID_09781,train,MISOGYNISTIC,STEREOTYPING,பெண்கள் எப்போதும் தொழில்நுட்ப மற்றும் நிர்வாக துறைகளுக்கு வரக்கூடாது வெளிப்படையாக என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,பெண்கள் எப்போதும் தொழில்நுட்ப உம் நிர்வாக துறைகளுக்கு வரக்கூடாது வெளிப்படையாக என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,8.33,4.0
VID_09782,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது தொடர்ச்சியாக சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது தொடர்ச்சியாக சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,0.0,0.0
VID_09783,train,NON-MISOGYNISTIC,NONE,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் அனைவரும் பாராட்டும் வகையில் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் அனைவரும் பாராட்டும் வகையில் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,0.0,0.0
VID_09784,test,MISOGYNISTIC,STEREOTYPING,குடும்பத்தில் ஒரு பெண் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் தொடர்ச்சியாக என்று கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,குடும்பத்தில் ஒரு பெண் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் தொடர்ச்சியாக என கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,5.88,1.95
VID_09785,val,MISOGYNISTIC,STEREOTYPING,திருமணமான பெண்கள் வீட்டை மட்டும் கவனிக்க வேண்டும் முற்றிலும் என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,திருமணமான பெண்கள் வீட்டை மட்டும் கவனிக்க வேண்டும் முற்றிலும் என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,0.0,0.0
VID_09786,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது நடத்தையை தவறாக பேசுவது தொடர்ச்சியாக பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,பெண்கள் அணியும் ஆடைகளை குரைகூறி அவளது நடத்தையை தவறாக பேசுவது தொடர்ச்சியாக பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,8.33,0.86
VID_09787,test,NON-MISOGYNISTIC,NONE,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் முற்றிலும் நாளை மாலை நேரத்தில் மிதமான மழை பெய்ய வாய்ப்புள்ளது.,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் முற்றிலும் நாளை மாலை நேரத்தில் மிதமான மழை பெய்ய வாய்ப்புள்ளது.,0.0,0.0
VID_09788,test,MISOGYNISTIC,STEREOTYPING,பெண்கள் எப்போதும் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் தொடர்ச்சியாக என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,பெண்கள் எப்போதும் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் தொடர்ச்சியாக என்பது ஆணாதிக்க சிந்தனையின் வெளிப்பாடாகும்.,0.0,0.0
VID_09789,train,NON-MISOGYNISTIC,NONE,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை முழு அர்ப்பணிப்புடன் வெளிப்படையாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,கிராமப்புற மக்கலுக்கு இலவச மருத்துவ பரிசோதனை முழு அர்ப்பணிப்புடன் வெளிப்படையாக திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,7.14,0.76
VID_09790,train,NON-MISOGYNISTIC,NONE,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் முன்னுதாரணமாக மக்களுக்கான நலத்திட்டங்களை விரைவாக செயல்படுத்துகிறார்.,என் சகோதரி முன்னணி மென்பொருள் நிருவனத்தில் முன்னுதாரணமாக மக்களுக்கான நலத்திட்டங்களை விரைவாக செயல்படுத்துகிறார்.,10.0,0.9
VID_09791,val,NON-MISOGYNISTIC,NONE,பாட்டி வீட்டில் குழந்தைகளுக்கு நல்ல உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக பூச்செடிகளை நட்டு தண்ணீர் ஊற்றினார்.,பாட்டி வீட்டில் குழந்தைகளுக்கு நல்ல உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக பூச்செடிகளை நட்டு தண்ணீர் ஊற்றினார்.,0.0,0.0
VID_09792,val,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,நவீன ஆடைகளை அணியும் பெண்களை அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முரை.,7.14,0.77
VID_09793,train,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை அழகு சாதனமாக மட்டுமே வர்ணிப்பது அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,இளம் பெண்களின் திறமை அழகு சாதனமாக மட்டுமே வர்ணிப்பது அவர்களின் தனித்துவத்தை குறைத்து மதிப்பிடும் தவறான செயல்.,0.0,0.0
VID_09794,train,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை இழிவான வார்த்தைகளால் விமர்சிப்பது பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,நவீன ஆடைகளை அணியும் பெண்களை இழிவான வார்த்தைகளால் விமர்சிப்பது பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,0.0,0.0
VID_09795,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் முடியாது என்று கேவலப்படுத்துவது முற்றிலும் நாகரிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,பெண்களுக்கு சிந்தனை திறன் முடியாது என்று கேவலப்படுத்துவது முற்றிலும் நாகரிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,0.0,0.0
VID_09796,train,NON-MISOGYNISTIC,NONE,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து தொடர்ந்து வெற்றிகரமாக தொடர்ச்சியாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து தொடர்ந்து வெற்றிகரமாக தொடர்ச்சியாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,0.0,0.0
VID_09797,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி தொடர்ச்சியாக தீவிரமாக பயிற்சி எடுத்து வருகின்றனர்.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி தொடற்ச்சியாக தீவிரமாக பயிற்சி எடுத்து வருகின்றனர்.,10.0,1.06
VID_09798,train,NON-MISOGYNISTIC,NONE,அந்த பெண் காவல்துறை அதிகாரி நகரின் சட்டம் ஒழுங்கை முழு அர்ப்பணிப்புடன் வெளிப்படையாக நோயாளிகளுக்கு அர்ப்பணிப்புடன் சிகிச்சை அளிக்கிறார்.,அந்த பெண் காவல்துறை நகரின் சட்டம் ஒழுங்கை முழு அர்ப்பணிப்புடன் வெளிப்படையாக நோயாளிகளுக்கு அர்ப்பணிப்புடன் சிகிச்சை அளிக்கிறார்.,7.14,5.93
VID_09799,train,MISOGYNISTIC,STEREOTYPING,குடும்பத்தில் ஒரு பெண் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்று கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,குடும்பத்தில் ஒரு பென் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்று கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,6.25,0.71
VID_09800,val,NON-MISOGYNISTIC,NONE,அம்மா வீட்டின் தோட்டத்தில் அழகிய மிகவும் சிறப்பாக விற்பனை செய்து பாராட்டு பெற்றார்.,அம்மா வீட்டின் தோட்டத்தில் அழகிய மிகவும் சிறப்பாக விற்பனை செய்து பாராட்டு பெற்றார்.,0.0,0.0
VID_09801,train,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை உடல் கவர்ச்சியை மட்டுமே முன்னிறுத்துவது முற்றிலும் சமூகத்தில் பெண்களை இழிவுபடுத்தும் அணுகுமுறை.,இளம் பெண்களிண் திறமை உடல் கவர்ச்சியை மட்டுமே முன்னிறுத்துவது முற்றிலும் சமூகத்தில் பெண்களை இழிவுபடுத்தும் அணுகுமுறை.,8.33,0.86
VID_09802,train,NON-MISOGYNISTIC,NONE,சிறுமி மாலையில் தனது நண்பர்களுடன் முழு அர்ப்பணிப்புடன் தொடர்ச்சியாக காட்டி மிகுந்த மகிழ்ச்சியடைந்தாள்.,சிறுமி மாலையில் தனது நண்பர்களுடன் முழு அர்ப்பணிப்புடன் தொடர்ச்சியாக காட்டி மிகுந்த மகிழ்ச்சியடைந்தாள்.,0.0,0.0
VID_09803,train,MISOGYNISTIC,SHAMING,ஒரு பெண்ணின் உடையை வைத்து இழிவான வார்த்தைகளால் விமர்சிப்பது தவறான மற்றும் வன்மமான செயலாகும்.,ஒரு பெண்ணின் உடையை இழிவான வார்த்தைகளால் விமர்சிப்பது தவறான மற்றும் வன்மமான செயலாகும்.,9.09,7.61
VID_09804,train,NON-MISOGYNISTIC,NONE,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக நாளை மாலை நேரத்தில் மிதமான மழை பெய்ய வாய்ப்புள்ளது.,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக நாளை மாலை நேரத்தில் மிதமான மழை பெய்ய வாய்ப்புள்ளது.,0.0,0.0
VID_09805,train,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை கற்பு மற்றும் ஒழுக்கம் பற்றி கேள்வி எழுப்புவது முற்றிலும் கடுமையாக எதிர்க்கப்பட வேண்டிய அநீதி.,நவீன ஆடைகளை அணியும் பெண்களை கற்பு மற்றும் ஒழுக்கம் பற்றி கேள்வி எழுப்புவது முற்றிலும் கடுமையாக எதிர்க்கப்பட வேண்டிய அநீதி.,0.0,0.0
VID_09806,train,MISOGYNISTIC,GENERAL_ABUSE,பொது விவகாரங்களில் பெண்களின் முடிவு பயனற்றது என்று கொச்சைப்படுத்துவது வெளிப்படையாக சமூக முன்னேற்றத்தை தடுக்கும் தவறான வாதம்.,பொது விவகாரங்களில் பெண்களின் முடிவு பயனற்றது என்று கொச்சைப்படுத்துவது வெளிப்படையாக சமூக முன்னேற்றத்தை தடுக்கும் தவறான வாதம்.,0.0,0.0
VID_09807,train,NON-MISOGYNISTIC,NONE,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் தொடர்ந்து வெற்றிகரமாக தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் தொடர்ந்து வெற்றிகரமாக தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,0.0,0.0
VID_09808,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் முடியாது என்று கேவலப்படுத்துவது முற்றிலும் சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,பெண்களுக்கு சிந்தனை திறன் முடியாது என்று முற்றிலும் சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,9.09,15.89
VID_09809,test,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு அவர்களின் அழகில் மட்டும் சுருக்குவது முற்றிலும் ஏற்றுக்கொள்ள முடியாத இழிவான பார்வையாகும்.,பெண்களின் மதிப்பு அவர்களின் அழகில் மட்டும் சுருக்குவது முற்றிலும் ஏற்றுக்கொள்ள முடியாத இழிவான பார்வையாகும்.,0.0,0.0
VID_09810,train,MISOGYNISTIC,VIOLENCE,பெண்களை மிரட்டி பணியவைக்க மிரட்டல் விடுத்து அச்சத்தில் ஆழ்த்துவது தொடர்ச்சியாக கொடூரமான மனித உரிமை அத்துமீறலாகும்.,பெண்களை மிரட்டி பணியவைக்க மிரட்டல் விடுத்து அச்சத்தில் ஆழ்த்துவது தொடர்ச்சியாக கொடூரமான மனித உரிமை அத்துமீறலாகும்.,0.0,0.0
VID_09811,val,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் முட்டாள்தனமானது என்று வசைபாடுவது பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,பெண்களுக்கு சிந்தனை திறன் முட்டாள்தனமானது என்று வசைபாடுவது பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,0.0,0.0
VID_09812,val,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் வெளிப்படையாக சமமாக கல்வி கற்று முன்னேற வேண்டும்.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் வெளிப்படையாக சமமாக கல்வி கற்று முன்னேற வேண்டும்.,0.0,0.0
VID_09813,train,NON-MISOGYNISTIC,NONE,பெண்களும் ஆண்களும் இணைந்து அனைவரும் பாராட்டும் வகையில் வெளிப்படையாக கிடைப்பதை நாம் உறுதி செய்ய வேண்டும்.,பெண்களும் ஆண்களும் இணைந்து அனைவரும் பாராட்டும் வகையில் வெளிப்படையாக கிடைப்பதை நாம் உறுதி செய்ய வேணும்.,8.33,1.92
VID_09814,train,MISOGYNISTIC,STEREOTYPING,பெண்கள் பிறந்ததிலிருந்தே தொழில்நுட்ப மற்றும் நிர்வாக துறைகளுக்கு வரக்கூடாது தொடர்ச்சியாக என்று கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,பெண்கள் பிறந்ததிலிருந்தே தொழில்நுட்ப மற்றும் நிர்வாக துறைகளுக்கு வரக்கூடாது தொடர்ச்சியாக என்று கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,0.0,0.0
VID_09815,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் மிகவும் சிறப்பாக முற்றிலும் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் மிகவும் சிறப்பாக முற்றிலும் வழங்குவது நாட்டின் பொருளாதார வளர்ச்சிக்கு வித்திடும்.,0.0,0.0
VID_09816,train,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் அனைவரும் பாராட்டும் வகையில் தொடர்ச்சியாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் அனைவரும் பாராட்டும் வகையில் தொடர்ச்சியாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,0.0,0.0
VID_09817,test,NON-MISOGYNISTIC,NONE,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் அனைவரும் பாராட்டும் வகையில் முற்றிலும் மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் அனைவரும் பாராட்டும் வகையில் முற்றிலும் மாணவர்களுக்கு சிறந்த கல்வியையும் ஒழுக்கத்தையும் கற்பிக்கிறார்.,0.0,0.0
VID_09818,train,NON-MISOGYNISTIC,NONE,கணினி அறிவியல் துறையில் புதிய செயற்கை நுண்ணறிவு முழு அர்ப்பணிப்புடன் வெளிப்படையாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,கணினி அறிவியல் துறையில் புதிய செயற்கை நுண்ணறிவு முழு அர்ப்பணிப்புடன் வெளிப்படையாக அரசு பல்வேறு சிறப்பான நடவடிக்கைகளை எடுத்து வருகிறது.,0.0,0.0
VID_09819,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் மறுக்க முடியாத அடிப்படை உரிமையாகும்.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் மறுக்க முடியாத அடிப்படை உரிமையாகும்.,0.0,0.0
VID_09820,test,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி முழு அர்ப்பணிப்புடன் வெளிப்படையாக கண்டுபிடிப்புகளை காட்சிப்படுத்தி விளக்கினர்.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி முழு அர்ப்பணிப்புடன் வெளிப்படையாக கண்டுபிடிப்புகளை காட்சிப்படுத்தி விளக்கினர்.,0.0,0.0
VID_09821,test,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோலாக வைப்பது தொடர்ச்சியாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,பெண்களின் மதிப்பு ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோளாக வைப்பது தொடர்ச்சியாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,7.69,0.84
VID_09822,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் தகுதியற்றது என்று நிராகரிப்பது சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,பெண்களுக்கு சிந்தனை திறன் தகுதியற்றது என்று நிராகரிப்பது சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,0.0,0.0
VID_09823,test,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது பெண்களின் சுயமரியாதையை சீரழிக்கும் பிற்போக்குத்தனம்.,இளம் பெண்களிண் திறமை பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது பெண்களின் சுயமரியாதையை சீரழிக்கும் பிற்போக்குத்தனம்.,8.33,0.86
VID_09824,test,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக தாக்குதல் நடத்துவதை பெருமையாக பேசுவது முற்றிலும் மனிதநேயமற்ற கொடூரமான குற்றமாகும்.,பெண்களுக்கு எதிராக தாக்குதல் நடத்துவதை பெருமையாக பேசுவது முற்றிலும் மணிதநேயமற்ற கொடூரமான குற்றமாகும்.,10.0,0.99
VID_09825,test,MISOGYNISTIC,STEREOTYPING,திருமணமான பெண்கள் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் தொடர்ச்சியாக என்று கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,திருமணமான பெண்கள் குடும்பத் தலைவரின் கட்டளைகளுக்கு அடங்கி மட்டுமே நடக்க வேண்டும் தொடர்ச்சியாக என்ரு கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,6.25,0.67
VID_09826,train,NON-MISOGYNISTIC,NONE,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு விடாமுயற்சியுடன் முற்றிலும் பூங்காவில் மகிழ்ச்சியாக விளையாடினாள்.,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு விடாமுயர்சியுடன் முற்றிலும் பூங்காவில் மகிழ்ச்சியாக விளையாடினாள்.,10.0,0.95
VID_09827,train,NON-MISOGYNISTIC,NONE,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக பூச்செடிகளை நட்டு தண்ணீர் ஊற்றினார்.,அக்கா தனது அலுவலக பணிகளை முடித்துவிட்டு உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக பூச்செடிகளை நட்டு ஊற்றினார்.,8.33,7.21
VID_09828,train,MISOGYNISTIC,VIOLENCE,தன் பேச்சை கேட்காத பெண்களை துன்புறுத்தி அடக்கி வைக்க நினைப்பது வெளிப்படையாக கொடூரமான மனித உரிமை அத்துமீறலாகும்.,தன் பேச்சை கேட்காத பெண்களை துன்புறுத்தி அடக்கி வைக்க நினைப்பது கொடூரமான மனித உரிமை அத்துமீறலாகும்.,7.69,11.71
VID_09829,train,MISOGYNISTIC,STEREOTYPING,திருமணமான பெண்கள் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் தொடர்ச்சியாக என சொல்வது அவர்களின் உரிமைகளை மறுக்கும் அநீதி.,திருமணமான பெண்கள் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் தொடர்ச்சியாக என சொல்வது அவர்களின் உரிமைகளை மறுக்கும் அநீதி.,0.0,0.0
VID_09830,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் விடாமுயற்சியுடன் முற்றிலும் புதிய செயற்கைக்கோள் திட்டத்தை வெற்றிகரமாக வழிநடத்துகின்றனர்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் முற்றிலும் புதிய செயற்கைக்கோள் திட்டத்தை வெற்றிகரமாக வழிநடத்துகின்றனர்.,8.33,13.08
VID_09831,val,MISOGYNISTIC,STEREOTYPING,பெண்கள் எப்போதும் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் என வற்புறுத்துவது மனித உரிமை மீறலாகும்.,பெண்கள் எப்போதும் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் என வற்புறுத்துவது மனித உரிமை மீறலாகும்.,0.0,0.0
VID_09832,train,NON-MISOGYNISTIC,NONE,அனைத்து துறைகளிலும் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக மறுக்க முடியாத அடிப்படை உரிமையாகும்.,அனைத்து துறைகளிலும் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக மறுக்க முடியாத அடிப்படை உரிமையாகும்.,0.0,0.0
